hidden_size,n_layers,learning_rate,normalized_output,Objective,loss,moving_average,weighting_scheme
512,3,0.001,True,MSELoss,dirichlet,[1.e+20],[1.e+20]
512,3,0.001,True,MSELoss,uniform,[1.e+20],[1.e+20]
512,3,0.001,True,L1Loss,dirichlet,[1.e+20],[1.e+20]
512,3,0.001,True,L1Loss,uniform,[1.e+20],[1.e+20]
512,3,0.001,False,MSELoss,dirichlet,[1.e+20],[1.e+20]
512,3,0.001,False,MSELoss,uniform,[1.e+20],[1.e+20]
512,3,0.001,False,L1Loss,dirichlet,[1.e+20],[1.e+20]
512,3,0.001,False,L1Loss,uniform,[1.e+20],[1.e+20]
512,3,0.0001,True,MSELoss,dirichlet,[1.e+20],[1.e+20]
512,3,0.0001,True,MSELoss,uniform,[1.e+20],[1.e+20]
512,3,0.0001,True,L1Loss,dirichlet,0.004741242621093988,[2842176.46397993]
512,3,0.0001,True,L1Loss,uniform,0.003402385162189603,[5.42488313]
512,3,0.0001,False,MSELoss,dirichlet,[1.e+20],[1.e+20]
512,3,0.0001,False,MSELoss,uniform,[1.e+20],[1.e+20]
512,3,0.0001,False,L1Loss,dirichlet,[1.e+20],[1.e+20]
512,3,0.0001,False,L1Loss,uniform,0.004224528558552265,[6217.98078137]
512,3,1e-05,True,MSELoss,dirichlet,[1.e+20],[1.e+20]
512,3,1e-05,True,MSELoss,uniform,[1.e+20],[1.e+20]
512,3,1e-05,True,L1Loss,dirichlet,0.001709869597107172,[0.00282153]
512,3,1e-05,True,L1Loss,uniform,0.0013102155644446611,[0.00179383]
512,3,1e-05,False,MSELoss,dirichlet,[1.e+20],[1.e+20]
512,3,1e-05,False,MSELoss,uniform,[1.e+20],[1.e+20]
512,3,1e-05,False,L1Loss,dirichlet,[1.e+20],[1.e+20]
512,3,1e-05,False,L1Loss,uniform,[1.e+20],[1.e+20]
256,15,0.001,True,MSELoss,dirichlet,0.00687687611207366,[5.e+19]
256,15,0.001,True,MSELoss,uniform,2.5517285848764004e-06,[86.73617746]
256,15,0.001,True,L1Loss,dirichlet,0.0009235187899321318,[0.00112401]
256,15,0.001,True,L1Loss,uniform,0.0007559132645837963,[0.00097136]
256,15,0.001,False,MSELoss,dirichlet,2.3641291591047775e-06,[3.77508873e-06]
256,15,0.001,False,MSELoss,uniform,0.46054911613464355,[5.e+19]
256,15,0.001,False,L1Loss,dirichlet,0.0008430086309090257,[0.00638885]
256,15,0.001,False,L1Loss,uniform,0.000751200714148581,[0.00097995]
256,15,0.0001,True,MSELoss,dirichlet,2.1841635771124857e-06,[3.24593129e-06]
256,15,0.0001,True,MSELoss,uniform,2.7255998702457873e-06,[9.98185488e-06]
256,15,0.0001,True,L1Loss,dirichlet,0.0007717853877693415,[1.35617524]
256,15,0.0001,True,L1Loss,uniform,0.0007408126257359982,[0.00082768]
256,15,0.0001,False,MSELoss,dirichlet,1.8939781512017362e-06,[2.41853127e-06]
256,15,0.0001,False,MSELoss,uniform,1.7613566569707473e-06,[2.71090467e-06]
256,15,0.0001,False,L1Loss,dirichlet,0.0006899162544868886,[0.00080591]
256,15,0.0001,False,L1Loss,uniform,0.0006085928762331605,[0.00072658]
256,15,1e-05,True,MSELoss,dirichlet,5.557064014283242e-06,[6.4814104e-06]
256,15,1e-05,True,MSELoss,uniform,3.802713308687089e-06,[4.48578675e-06]
256,15,1e-05,True,L1Loss,dirichlet,0.0007965074619278312,[0.00082977]
256,15,1e-05,True,L1Loss,uniform,0.0009366889717057347,[0.00100666]
256,15,1e-05,False,MSELoss,dirichlet,3.587531864468474e-06,[3.9582525e-06]
256,15,1e-05,False,MSELoss,uniform,2.196201603510417e-05,[2.22985959e-05]
256,15,1e-05,False,L1Loss,dirichlet,0.0023656063713133335,[0.00238456]
256,15,1e-05,False,L1Loss,uniform,0.0011096822563558817,[0.0011578]
256,12,0.001,True,MSELoss,dirichlet,0.007044175174087286,[5.e+19]
256,12,0.001,True,MSELoss,uniform,0.0015587840462103486,[1.25e+19]
256,12,0.001,True,L1Loss,dirichlet,0.0007771462551318109,[0.00095056]
256,12,0.001,True,L1Loss,uniform,0.030448317527770996,[3.125e+18]
256,12,0.001,False,MSELoss,dirichlet,2.0873592347925296e-06,[3.08849017e-06]
256,12,0.001,False,MSELoss,uniform,7.130985736846924,[5.e+19]
256,12,0.001,False,L1Loss,dirichlet,0.0007658718386664987,[0.0009032]
256,12,0.001,False,L1Loss,uniform,0.0007566564017906785,[710542.73672262]
256,12,0.0001,True,MSELoss,dirichlet,3.08141898130998e-06,[5.38235353e-06]
256,12,0.0001,True,MSELoss,uniform,3.6634896787290927e-06,[86.73618248]
256,12,0.0001,True,L1Loss,dirichlet,0.0007216210942715406,[0.00100209]
256,12,0.0001,True,L1Loss,uniform,0.0006562337512150407,[0.00073511]
256,12,0.0001,False,MSELoss,dirichlet,1.8512895394451334e-06,[2.7109315e-06]
256,12,0.0001,False,MSELoss,uniform,1.9311835330881877e-06,[2.41405452e-06]
256,12,0.0001,False,L1Loss,dirichlet,0.00038818109896965325,[0.00044512]
256,12,0.0001,False,L1Loss,uniform,0.000606418470852077,[0.00082599]
256,12,1e-05,True,MSELoss,dirichlet,3.064799102503457e-06,[3.64793234e-06]
256,12,1e-05,True,MSELoss,uniform,5.839529876539018e-06,[7.33433136e-06]
256,12,1e-05,True,L1Loss,dirichlet,0.0008366937981918454,[0.00093926]
256,12,1e-05,True,L1Loss,uniform,0.0007905520033091307,[0.00083284]
256,12,1e-05,False,MSELoss,dirichlet,2.6947752758132992e-06,[3.09978578e-06]
256,12,1e-05,False,MSELoss,uniform,3.667460987344384e-06,[3.85666818e-06]
256,12,1e-05,False,L1Loss,dirichlet,0.0008664943743497133,[0.00097265]
256,12,1e-05,False,L1Loss,uniform,0.0007286074105650187,[0.00074981]
256,9,0.001,True,MSELoss,dirichlet,0.007534426636993885,[5.e+19]
256,9,0.001,True,MSELoss,uniform,0.008746481500566006,[5.e+19]
256,9,0.001,True,L1Loss,dirichlet,0.024943873286247253,[2.5e+19]
256,9,0.001,True,L1Loss,uniform,0.01748069003224373,[1.25e+19]
256,9,0.001,False,MSELoss,dirichlet,3.2642021778883645e-06,[1.49011612e+12]
256,9,0.001,False,MSELoss,uniform,4.132569756620796e-06,[7.62939453e+14]
256,9,0.001,False,L1Loss,dirichlet,0.00043422996532171965,[0.00054844]
256,9,0.001,False,L1Loss,uniform,0.0005842102109454572,[44408.9217953]
256,9,0.0001,True,MSELoss,dirichlet,0.0004714733804576099,[1.45535266e+09]
256,9,0.0001,True,MSELoss,uniform,2.8915974326082505e-06,[1.77027204e-05]
256,9,0.0001,True,L1Loss,dirichlet,0.0004194652137812227,[0.00048506]
256,9,0.0001,True,L1Loss,uniform,0.0005365516408346593,[0.00060636]
256,9,0.0001,False,MSELoss,dirichlet,5.931168516326579e-07,[8.05567471e-07]
256,9,0.0001,False,MSELoss,uniform,3.630099172369228e-07,[5.42572507e-07]
256,9,0.0001,False,L1Loss,dirichlet,0.00037438541767187417,[0.00041882]
256,9,0.0001,False,L1Loss,uniform,0.00033415682264603674,[0.00037699]
256,9,1e-05,True,MSELoss,dirichlet,7.654349246877246e-06,[1.79089838e-05]
256,9,1e-05,True,MSELoss,uniform,5.016151590098161e-06,[7.50009337e-06]
256,9,1e-05,True,L1Loss,dirichlet,0.0008613138925284147,[0.00088175]
256,9,1e-05,True,L1Loss,uniform,0.0008317254832945764,[0.00085192]
256,9,1e-05,False,MSELoss,dirichlet,1.7205828726218897e-06,[1.81386855e-06]
256,9,1e-05,False,MSELoss,uniform,2.2114991224952973e-06,[2.26871258e-06]
256,9,1e-05,False,L1Loss,dirichlet,0.0006974737043492496,[0.0007356]
256,9,1e-05,False,L1Loss,uniform,0.0006110737449489534,[0.00066668]
256,6,0.001,True,MSELoss,dirichlet,0.0072211893275380135,[1.33582624e+19]
256,6,0.001,True,MSELoss,uniform,0.007052191998809576,[5.e+19]
256,6,0.001,True,L1Loss,dirichlet,0.016320064663887024,[1.25e+19]
256,6,0.001,True,L1Loss,uniform,0.04349888861179352,[5.e+19]
256,6,0.001,False,MSELoss,dirichlet,0.0510222390294075,[2.5e+19]
256,6,0.001,False,MSELoss,uniform,0.251116544008255,[5.e+19]
256,6,0.001,False,L1Loss,dirichlet,0.5489649176597595,[5.e+19]
256,6,0.001,False,L1Loss,uniform,0.6837244629859924,[5.e+19]
256,6,0.0001,True,MSELoss,dirichlet,0.0008782087825238705,[2842170.97023887]
256,6,0.0001,True,MSELoss,uniform,0.00026045829872600734,[0.00159335]
256,6,0.0001,True,L1Loss,dirichlet,0.000367583183106035,[0.00040134]
256,6,0.0001,True,L1Loss,uniform,0.0011094360379502177,[9.31322575e+10]
256,6,0.0001,False,MSELoss,dirichlet,0.00011111062485724688,[6.25e+18]
256,6,0.0001,False,MSELoss,uniform,8.89380771695869e-06,[3.7252903e+11]
256,6,0.0001,False,L1Loss,dirichlet,0.00030633609276264906,[0.00036359]
256,6,0.0001,False,L1Loss,uniform,0.0003010396321769804,[0.00041419]
256,6,1e-05,True,MSELoss,dirichlet,9.91265696939081e-05,[0.00016113]
256,6,1e-05,True,MSELoss,uniform,8.951127711043227e-06,[0.00034692]
256,6,1e-05,True,L1Loss,dirichlet,0.0008270303369499743,[0.00086465]
256,6,1e-05,True,L1Loss,uniform,0.0007921644137240946,[0.00099959]
256,6,1e-05,False,MSELoss,dirichlet,2.396734544163337e-06,[2.65092695e-06]
256,6,1e-05,False,MSELoss,uniform,2.099220864693052e-06,[2.45050815e-06]
256,6,1e-05,False,L1Loss,dirichlet,0.0004993239417672157,[0.00054817]
256,6,1e-05,False,L1Loss,uniform,0.0011090610641986132,[3.7252903e+11]
256,3,0.001,True,MSELoss,dirichlet,[1.e+20],[1.e+20]
256,3,0.001,True,MSELoss,uniform,[1.e+20],[1.e+20]
256,3,0.001,True,L1Loss,dirichlet,0.038205038756132126,[inf]
256,3,0.001,True,L1Loss,uniform,0.03359118849039078,[inf]
256,3,0.001,False,MSELoss,dirichlet,[1.e+20],[1.e+20]
256,3,0.001,False,MSELoss,uniform,[1.e+20],[1.e+20]
256,3,0.001,False,L1Loss,dirichlet,[1.e+20],[1.e+20]
256,3,0.001,False,L1Loss,uniform,[1.e+20],[1.e+20]
256,3,0.0001,True,MSELoss,dirichlet,0.0007557310746051371,[5.15981161e+13]
256,3,0.0001,True,MSELoss,uniform,0.00037622908712364733,[1.49011616e+12]
256,3,0.0001,True,L1Loss,dirichlet,0.0025050428230315447,[2.11491053e+08]
256,3,0.0001,True,L1Loss,uniform,0.0029430908616632223,[21.68918823]
256,3,0.0001,False,MSELoss,dirichlet,[1.e+20],[1.e+20]
256,3,0.0001,False,MSELoss,uniform,[1.e+20],[1.e+20]
256,3,0.0001,False,L1Loss,dirichlet,[1.e+20],[1.e+20]
256,3,0.0001,False,L1Loss,uniform,[1.e+20],[1.e+20]
256,3,1e-05,True,MSELoss,dirichlet,0.000301032472634688,[inf]
256,3,1e-05,True,MSELoss,uniform,4.9297846999252215e-05,[5.874479e-05]
256,3,1e-05,True,L1Loss,dirichlet,0.0012524186167865992,[0.00138363]
256,3,1e-05,True,L1Loss,uniform,0.0012191905407235026,[0.00134414]
256,3,1e-05,False,MSELoss,dirichlet,[1.e+20],[1.e+20]
256,3,1e-05,False,MSELoss,uniform,[1.e+20],[1.e+20]
256,3,1e-05,False,L1Loss,dirichlet,[1.e+20],[1.e+20]
256,3,1e-05,False,L1Loss,uniform,[1.e+20],[1.e+20]
